"Ситов Юрий Геннадьевич",84,7673175566,890600000,"ООО ""АСВЭЛ""",,20130411,
"Герасина Маргарет Михайловна",,7672307075,720343001,"ООО ""Экоприбор-Сервис""",,20140331,
"Шкиленок Юрий Андруевич",,6606026953,772001001,,,20141031,
"Голещихина Алена Сергеевна",,676400331161,764601001,,,20141228,
"Пырков Митрофан Трофимович",,7671394019,745343001,"Андруева Надежда Юрьевна",,20150209,
"Федоров Дмитрий Витальевич",,7674322238,540143001,,,20131221,
"Солтавец Алексейа Романовна",,890602921170,526301001,"ООО ""ПромМаркет""",,20130711,
"Жученко Анна Георгиевна",,7627004271,540901001,,,20120429,
"Пичугина Римма Всеволодовна",,6758429705,660600000,"ООО ""ФОРВАРД-Екатеринбург""",,20141026,
"Демидкин Митрофан Игоревич",25,7660019224,870901001,"ООО ""Стройиндустрия""",,20140401,
"Нурканова Вероника Аристофановна",31,7671390763,143332049,,,20120624,
"Расулов Пантелеймон Нематович",39,6764014058,675902001,,,20130611,
"Копырин Митрофан Ренатович",,6759203148,743800000,"ООО ""ЮвелирГолд""",,20140507,
"Калачева Алена Алексеевна",,6606023840,673001001,"ООО НПП ""Нефте-Стандарт""",,20120909,
"Сукова Яна Степановна",,7701997618,768301001,"ООО ""СК Партнер""",,20140104,
"Бахтуев Аристофан Валерьевич",,7728206948,862202013,,,20130426,
"Шелементьева Нина Васильевна",,767100212905,745301001,"ООО ""АРП""",,20130519,
"Малинкин Руслан Асланбекович",72,7660124275,263701001,,,20130906,
"Алдарова Эмилия Петровна",,7679026916,470103001,,,20150303,
"Коробицын Аристофан Семенович",81,5701072598,860101001,"МКОУ ДОД ДДТ",,20130913,
"Некрестова Галина Юрьевна",,7679012416,772301001,,,20120507,
"Задорин Роман Аристархович",,1901067718,745300000,,,20130501,
"Волешина Диана Камильевна",31,7678003759,253601001,"ООО ""Уралэнерго""",,20131001,
"Учанов Вячеслав Викторович",,7660040963,301700100,,,20140202,
"Сибируков Роман Вячеславович",56,6764051726,767170001,,,20120610,
"Межонный Павел Ренатович",,6759007785,110143001,,,20140710,
"Золотова Маргарет Степановна",22,7670090226,774870001,"ООО ""Полигон-Медиа""",,20140502,
"Хайбулин Василий Гайфуллович",32,6759144862,230801001,,,20140924,
"Демина Алевтина Геннадьевна",,6764040731,163901001,,,20120803,
"Елфимова Мария Степановна",,7670174243,862202004,,,20141112,
"Федюшин Роман Ильич",,7672208561,676403001,,,20130319,
"Хамидов Хамид Микаилович",,6759153592,770301001,,,20130811,
"Алферьев Аристофан Леонидович",16,561403336769,761237001,,,20120622,
"Тиханчиков Степан Викторович",,7627014349,772801001,,,20120920,
"Ли Митрофан Виссарионович",,7670006016,675801001,"ООО ""ТП РАНЕТ""",,20130617,
"Помазкина Алена Аристофановна",,7674368828,660300000,,,20120626,
"Конькова Маша Валентиновна",,675904004958,253601001,"ООО ""Про.Блеск""",,20120713,
"Спирин Алексей Георгевич",46,7686042690,720343001,,,20130328,
"Шульгин Василий Алексеевич",71,6762119190,763900000,"ООО ""А-Квадрат РУС""",,20121115,
"Мирешниченко Юлия Васильевна",,7639010691,890401001,,,20131109,
"Трушенкова Магдалена Николаевна",,7639012018,700801001,,,20131213,
"Шаламов Петр Анатольевич",,6759159280,860102001,"ООО ""ТехСервисМонтаж""",,20130408,
"Моисеенко Магдалена Алексеевна",,6603009519,772901001,"ООО ""Корус-Инвест""",,20130106,
"Дубинная Магдалена Геннадьевна",,6604013003,660401001,,,20141218,
"Бронских Аристофан Германович",,7686000429,675800000,"ООО УК ""Деловой Альянс""",,20120824,
"Кокотова Мария Степановна",,7674245640,861532003,"Анчугова Магдалена Дмитриевна",,20130610,
"Мельникова Юлия Тадеушевна",,6763053819,660701001,"Администрация Ленинского района города Екатеринбурга",,20130313,
"Лысаков Руслан Алексеевич",38,7678034093,773701001,"ООО""Арманта""",,20131016,
"Гуляев Вячеслав Асланбекович",76,7686008058,773701001,,,20140429,
"Корсаков Маврикий Алексеевич",,7670005990,660701001,"ООО ""ПФ ""Линкстрой""",,20150217,
"Мясникова Магдалена Ульяновна",,7673092045,020800000,,,20130622,
"Гопп Аристофан Андруевич",,7687020703,763602005,,,20150209,
"Копырин Митрофан Ренатович",60,591800452922,660100000,"ООО ""Дуэт-плюс""",,20130527,758
"Овечкин Виктор Асланбекович",,7672211752,745347001,,,20140610,
"Мельников Петр Георгевич",22,660403377593,676400000,,,20140828,
"Мышалов Марк Саулович",,660400189769,590301001,,,20120519,
"Гельвер Милена Степановна",40,7686021676,583800000,"Зиновьев Геннадий Алексеевич",,20140127,
"Силантьев Руслан Вячеславович",,7672154884,732100000,"Гусейнов Дилавар Яхьябала_оглы",,20140403,
"Мультановская Мария Семеновна",,6763060301,744801001,,,20120416,
"Аксючиц Пантелеймон Алексеевич",,7660014339,767201001,"ООО ""Ателье ""МЕДВЕЖОНОК""",,20141122,
"Захарова Маша Юрьевна",,676200164724,540143001,"ООО ""УГМК-Холдинг""",,20120404,
"Шайгазимов Степан Юрьевич",,7671124781,745347001,,,20150313,
"Аверина Инна Ивановна",,676104202060,997170001,"ООО ""К.Э.Т.С.""",,20140918,
"Жильцова Маша Степановна",,7627062153,768043001,,,20140811,
"Скурихин Виктор Ренатович",,6758282605,761002001,"ООО УК ""Уралжилсервис""",,20130830,
"Маковийчук Антон Юрьевич",,2319037270,023602001,,,20120815,
"Морева Валентина Аристофановна",,7672180130,861402001,,,20121212,
"Еровова Галина Юрьевна",,6758190577,470102001,,,20130414,
"Тихонов Степан Семенович",,8622019690,676400000,,,20120912,
"Широбокова Евгения Геннадьевна",,7673209536,720203001,,,20140905,
"Акыева Емельяна Бабамуратовна",,7672277610,762301001,"ООО ""НЕСТ""",,20131031,
"Гильманов Таймураз Рафилович",,7660013416,540747028,"ООО ПТП ""КЕДР""",,20130604,
"Ядришникова Емельяна Валентиновна",,676401444190,761701001,,,20130725,
"Гинанов Степан Альбертович",,675800398401,544247006,,,20150321,
"Нефёдов Юрий Степанович",,676300908455,545147013,,,20121127,
"Лаптева Алевтина Валерьевна",,6759051512,763231001,,,20120405,
"Амарян Кялаш Адамович",,660400456240,676100000,,,20150311,
"Горохов Алексей Анатольевич",21,6761097098,772701001,"ФУ администрации Нижнесергинского муниципального района",,20141111,
"Новокрещенов Аристофан Асланбекович",,7670044300,762702001,,,20120628,
"Субботина Марина Степановна",56,6764029537,590201001,"ООО ""Веста-Техстрой""",,20131022,
"Черникова Оксана Васильевна",,6606016095,862202013,,,20140401,
"Калитов Петр Юрьевич",,6758127222,562802001,,,20141227,
"Пьянов Егор Степанович",,7670349542,761200000,"ООО ТД ""ЖЕМЧУЖИНА""",,20120821,
"Вагурин Абрам Алексеевич",,6758449526,997470001,"Базикуева Мария Валерьевна",,20131018,
"Чистукова Алевтина Ивановна",41,570206204444,890302009,,,20140309,
"Галаган Маврикий ГрЕмельяневич",39,6759215270,764800000,"ООО ""УК ПЕРСПЕКТИВА""",,20140917,
"Световидова Яна Минулловна",,7672178780,143332016,"Анисимов Вячеслав Валерьевич",,20140301,
"Полепишин Алексей Анатольевич",,7679011606,763400000,,,20140923,
"Назипова Юлия Ильдусовна",,7671276826,767300000,"ООО ""Инвест-Гарант""",,20130305,
"Макаров Василий Витальевич",,7674322238,590203001,,,20131126,
"Филосян Филипп Ренатович",,7724261610,675902001,,,20120811,
"Сычугов Емельян Геннадьевич",,7670406141,861402002,"ООО ""Уралпром""",,20131104,
"Наумов Митрофан ГрЕмельяневич",,7670193278,770801001,,,20130228,
"Коновалов Митрофан Валентинович",,6758197036,470147001,"ООО ""Аммонит""",,20130310,
"Ляпкин Емельян Валерьевич",,6762106730,594100000,,,20130422,
"Жуйков Василий Аристархович",,675903603099,590701001,"ООО ""ТД Гекса-Урал""",,20150224,
"Шаповаленко Алексей Геннадьевич",31,6758436929,767300000,"ООО ""ОстМедикал""",,20131029,
"Глазунов Митрофан Степанович",,6758077236,870901001,"ООО ""ПСК ТРАНСКОМ""",,20131211,
"Грибовская Яна Васильевна",,6763060301,772347001,,,20130418,
"Акулов Митрофан Асланбекович",71,7672215960,675901001,,,20140519,
"Шестопалов Игорь Игоревич",75,6759153592,420531024,"МУП ""Силуэт""",,20120804,
"Красноголовко Константин ГрЕмельяневич",,6763080883,222401001,,,20120410,
"Хмельнов Константин Георгевич",44,7734691442,770301001,"ООО ""УРЦОТН""",,20130524,
"Давлятшина Милена Юрьевна",25,7670170947,590203001,"ООО НПКФ ""УРАЛСПЕЦАВТОМАТИКА""",,20140114,
"Буков Аристофан Юрьевич",84,8622022798,771601001,"ООО ""АиФ Урал""",,20130829,
"Чумакова Эльвира Николаевна",,6758382529,431700000,,,20140127,
"Романенко Тимофей Витальевич",24,7702070139,720203001,,,20150301,
"Зырянова Юлия Аристофановна",,6759068273,745143001,,,20140515,
"Вохомский Семен Олегович",78,675800708727,762800000,"ООО СЦ ""ОРСЕР""",,20121212,
"Старицын Аристофан Асланбекович",39,766000357736,890701001,,,20131210,
"Шмакова Алексейа Михайловна",,6764049004,027601001,"Зубарев Митрофан Асланбекович",,20141125,
"Юдина Мария Степановна",,764600053703,675801001,,,20130514,
"Бессонов Митрофан Юрьевич",,6758187091,143332053,"ООО ""Металл-Сити""",,20130223,
"Заболотнов Юрий Юрьевич",,6606024709,041031001,,,20130404,
"Кожинов Евгений Ренатович",,6759060370,763401001,,,20120830,
"Гринберг Аристофан Вячеславович",,6758259564,561043002,"ЗАО ""Ависта Сервис""",,20121011,
"Гауков Алексей Васильевич",,6758332126,767202001,,,20140912,
"Ямалова Мария Андруевна",,6758434400,761701001,,,20140223,
"Соболев Андрей Георгевич",,7670064547,783801001,"ЗАО П/Х ""Семь ключей""",,20120409,
"Веверовская Анна Юрьевна",43,6759156723,745101001,,,20150211,
"Цихмистров Степан Степанович",72,7673197640,768001001,,,20121004,
"Скоробрещук Роман Ренатович",58,6752021237,675947001,"ООО ""АНГА",,20130621,
"Жукова Юлия Юрьевна",,7619015606,761701001,,,20120414,
"Абраменко Константин Кимович",68,7672194615,231901001,,,20140805,
"Арцыбашев Анатолий Викторович",,7670005761,783801001,"ООО ""Актайм""",,20120415,
"Папашвили Автандил Шотаевич",,6604014021,390701001,"Елсуков Емельян Степанович",,20141112,
"Земеров Роман Алексеевич",24,6759030833,772701001,,,20150106,
"Гильманов Таймураз Рафилович",,7620007247,563802001,,,20150326,
"Одиноков Андрей Витальевич",46,7671149360,246601001,,,20121219,
"Хахалкин Роман Степанович",72,767003115938,764600000,,,20130905,
"Куликова Нелля Юрьевна",51,7660011779,767170001,,,20140702,
"Чернобородов Вадим Игоревич",47,6758424842,675947012,"ТСЖ ""Электриков22""",,20121003,
"Тараканова Яна Михайловна",70,7673123511,768301001,,,20150325,
"Волынский Борис Михайлович",,675207362900,704401001,"ООО ""ЕЗ ОЦМ - Трейд""",,20150122,
"Омельченко Милена Алексеевна",,6758255947,745301001,,,20140726,
"Полуйчик Емельян Степанович",17,7670373915,763231001,"ООО ""Арбен-66""",,20120907,
"Гогузева Магдалена Шайхинуровна",,6761103239,766600000,"Зубакин Митрофан Асланбекович",,20140328,
"Гулидов Емельян Семенович",54,7670420410,861402003,,,20121105,
"Хейнштейн Константин уковлевич",69,7671397394,526301001,,,20131005,
"Таскина Юлия Варламовна",,6759110292,175901001,,,20120403,
"Люльчак Степан Асланбекович",,7670272674,482401001,,,20141214,
"Верхоглядова Анна Валерьевна",,7672322151,870901001,"ООО ""СРЕДУРАЛЖИЛСТРОЙ""",,20130910,
"Рустамов Элмеддин Наджмеддин",56,675903676322,470202001,,,20140528,
"Бескрестнов Абрам Игоревич",,7673116480,860247001,"Анциферов Вячеслав Игоревич",,20120618,
"Сажина Анна Юрьевна",,6759123848,771801001,,,20140113,
"Дьяченко Константин Вадимович",,7679001816,767201001,,,20121213,
"Попова Тамара Ивановна",,7670056296,762600000,"Есипов Алексей Алексеевич",,20130718,
"Кривенко Яна Михайловна",,7673220346,890101001,,,20150125,
"Бурмантов Митрофан Степанович",,764600053703,660900000,,,20141209,
"Булатов Владислав Юрьевич",,7728170427,583800000,,,20120930,
"Пискулин Антон Юрьевич",,7670040546,861801001,"ООО ""Ланком""",,20150102,
"Айвазян Сюзанна Ашотовна",,1414010005,771401001,,,20130713,
"Грешев Петр Георгевич",,7673195918,590347001,"ООО ""Ренессанс Декор""",,20121029,
"Мордосова Нюргустана Ильинична",,7670017339,861102005,,,20121215,
"Соловьева Магдалена Афанасьевна",,676100038370,780401001,,,20140428,
"Зиннатов Ахмед Минниеханифович",,7670343117,767301001,"ООО ""САЙНСТРОЙ""",,20140217,
"Седухина Мария Ивановна",44,7686034890,762701001,,,20120826,
"Павлинова Мария Михайловна",,7670079110,745300000,"ЗАО ""Промышленно-торговая компания ""Партнер""",,20140313,
"Кузвесова Валерия Степановна",,6763064786,744801001,"ЗАО ""Уральский центр аудиторских услуг""",,20131026,
"Шихов Матвей Святославич",,675803407051,676200000,,,20141108,
"Рудоискатель Виктор Степанович",,7674300756,246770001,,,20140204,
"Патанин Дмитрий Дмитриевич",40,7670110708,676402001,,,20141102,
"Еровова Галина Юрьевна",,6606002367,764101001,"ООО ""Антарктида-Консалтинг""",,20130721,
"Шипилов Митрофан Степанович",,7670079536,540601001,,,20140610,
"Кирейто Петр Юрьевич",77,7678017394,762901001,"ООО ЦН ""Ярмарка""",,20140801,
"Власова Маша Николаевна",,766001842855,554270001,"ООО ""ТЭК ""Номер один""",,20131229,
"Вахитов Владислав Аристархович",,7670011418,644901001,,,20140504,
"Луговской Дмитрий Анатольевич",46,7451367642,545347010,"ООО ""ТД Водник""",,20120519,
"Гусятников Аристофан Витальевич",,6759175809,770401001,,,20120415,
"Ярова Марина Градовна",,7673230947,767101001,,,20140720,
"Гахраманов Гара Гахраман",,7670073005,710301001,"ООО ""УСМ ""РСУ №2""",,20140921,
"Шашмурин Юрий Михайлович",55,6758093478,301700100,"Исаев Дмитрий Анатольевич",,20141214,
"Аллаярова Яна Рамильевна",75,7626015808,420531024,"ООО ""ТМ-Системы""",,20150306,
"Ермин Руслан Аристархович",,7670377109,744600000,,,20140211,
"Скоробогатова Ирина Львовна",38,766009679135,890701001,,,20140106,
"Бекетов Руслан Васильевич",28,676400195529,745301001,,,20140212,
"Судеркин Василий Петрович",53,675801064095,862200000,,,20131124,
"Долбилов Степан Аристархович",,7660124780,570200000,"ООО ""ПромТехноЦентр""",,20140125,
"Межонный Павел Ренатович",,8907034804,422031029,,,20120410,
"Сударчиков Митрофан Степанович",,660607540785,762702001,,,20140821,
"Соломатина Валентина Леонидовна",,6756000051,563802001,,,20141129,
"Максименко Милена Родионовна",,7685994104,590300000,,,20130711,
"Каменских Аристофан Михайлович",,7673239139,774301001,,,20130428,
"Захарова Маша Юрьевна",80,675902818729,540747035,"МБДОУ - детский сад № 496",,20121231,670
"Леонов Виктор Семенович",76,6761094706,720403001,"ЗАО ""СОВЕТНИК""",,20130517,
"Убоженко Мария Степановна",,7670088040,761002001,,,20120511,
"Капустин Иосиф Асланбекович",,6763061922,762601001,"ООО ""УК ВММ""",,20120913,
"Айгистов Таймураз Рафаилович",43,7686032269,890401001,,,20120616,
"Перепечин Вячеслав Афонасьевич",,6758401975,660600000,"Паршакова Лидия Алексеевна",,20140401,
"Климкина Яна Степановна",79,7670062564,570101001,,,20140315,
"Чванова Маша Алексеевна",,7674368828,675931039,,,20120923,
"Порешин Алексей Аристархович",49,7673239153,675900000,,,20140107,
"Евтушенко Мария Борисовна",,6758232019,675201001,,,20140314,
"Клепиков Роман Алексеевич",66,7634005289,767301001,"ООО ЧОП ""Вега Норд Плюс""",,20140529,
"Пустаков Митрофан Алексеевич",,7679021851,431700000,,,20130619,
"Вятчиников Емельян Викторович",57,7673189463,027647001,"ООО ""НПК ""Биотекс""",,20130528,
"Панфиленков Митрофан Степанович",,7678028879,997370001,"ООО ПКФ ""Дуэт""",,20130831,
"Косарева Алевтина Степановна",,7009046778,704401001,"ООО ""Газпромнефть -СМ""",,20150209,
"Мамин Аристофан Степанович",,7686040196,744400000,,,20120916,
"Рыжков Емельян Викторович",,7629027575,732801001,,,20130215,
"Грибанова Полина Аристофановна",,7674167920,561043002,"ООО ""Бытовая техника""",,20131031,
"Ильина УльИрина Дмитриевна",,762704429228,761800000,"ОАО ""Уралнеруд""",,20130227,
"Митин Андрей Алексеевич",,7678018302,780601001,,,20150114,
"Серёгин Митрофан Степанович",,7687007548,312800000,"ООО ""Завод ""Гарант""",,20130605,1521
"Солопахин Алексей Петрович",,6764043010,861102003,,,20130818,
"Гаврина Мария Алексеевна",,676300908455,771901001,,,20150317,
"Волегов Митрофан Георгевич",,7672215720,230801001,"ООО ""КонсалтИнвест""",,20130924,
"Шестакова Яна Евгеньевна",23,7718013714,740443001,,,20120418,
"Казначуева Милена Алексеевна",,6759132391,770801001,"ООО ""РегионМедиа""",,20120927,
"Дресвянкин Станислав Вадимович",32,7671340214,540731032,"ООО ""Рубин""",,20130806,
"Шимичев Андрей Станиславович",,7670177205,675902001,,,20141115,
"Зольников Алексей Аристархович",,7671229417,594100000,,,20140703,
"Ваулин Никита Ильич",,6606028580,768600000,,,20140811,
"Вишнукова Маша Андруевна",,7672183927,660701001,"ООО ЧОП ""Дельта-СБ""",,20130620,
"Филичкин Аристофан Юрьевич",,676400045499,767147002,,,20130402,
"Шешина Магдалена Степановна",71,7673185275,767102001,"ООО ""УралСтройМаркет""",,20130706,
"Раковская Магдалена Ивановна",,6761058360,890101001,"ООО ""Миллион Фиш""",,20140529,
"Пушков Митрофан Алексеевич",,7646010893,676101001,"ООО ""ПроектХолодМаш""",,20140909,
"Ющенко Анися Ахсановна",,2460237926,761232001,,,20130612,
"Козловских Мария Константиновна",,6758361906,762343001,,,20120802,
"Сартакова Маша Павловна",34,7673206006,763301001,"ООО ""ЧИСТАЯ ПОЛОСА""",,20140126,
"Холод Руслан Степанович",45,676301786986,767401001,,,20141116,
"Сайфутдинов Данил Вазетдинович",,7678007639,762303001,"МБДОУ - детский сад компенсирующего вида № 548",,20141004,
"Долгих Юрий Степанович",,7673131061,660900000,,,20120920,
"Желтухина Емельяна Алексеевна",,7670390935,766600000,,,20130413,867
"Василенко Мария Юрьевна",,6758337290,740443001,,,20120522,
"Порецкова Милена Юрьевна",75,7672334333,861102005,,,20140328,
"Маевская Жанна Степановна",,7671219472,861532003,,,20120830,
"Никитина Ирина Борисовна",,7672357975,583800000,,,20120623,
"Шамова Алевтина Валерьевна",34,6762129046,222443001,,,20120516,
"Рыбальченко Анатолий Анатольевич",,5906075895,143301001,,,20120910,
"Ионова Милена Константиновна",,6764024218,720343001,"ООО Ломбард ""Экспресс-Капитал""",,20141130,
"Возжаев Вадим Юрьевич",55,7673184641,860102001,,,20121104,
"Вотева Галина Ивановна",55,7673244470,762100000,,,20140911,
"Штефан Фёдор Алексеевич",,7724261610,764801001,"УРОО ""Клуб охотников ""Наука""",,20140915,
"Герасименко Василий Геннадьевич",,6759118037,660701001,,,20130913,
"Сашко Мария Степановна",59,7670371393,163901001,,,20130425,
"Тиньгаев Павел Викторович",40,7673221075,771401001,"Исполнительный комитет МА ""Большой Урал""",,20131216,
"Федотова Юлия Варламовна",,6762100640,772001001,,,20130721,
"Серебров Абрам Юрьевич",,6764005737,676200000,,,20130112,
"Ихсанова Изольда Юрьевна",,7672359458,675947007,"ООО ""Четыре слона""",,20130726,
"Жгутов Руслан Леонидович",,7672315370,860102001,,,20140720,
"Юн Андрей Аркадьевич",66,7671245585,675801001,,,20120422,
"Шестаков Тимофей Степанович",,6763008358,767043001,,,20140830,
"Гречин Руслан Вячеславович",,6762011164,860401001,,,20140115,
"Балтина Роза Николаевна",,7672319763,768601001,,,20120729,
"Долгирев Митрофан Алексеевич",,6752033641,676403001,"ООО ""АВИСТЭН""",,20141018,
"Амарян Кялаш Адамович",,767013804091,545347010,"ООО ""Саргона-2000""",,20150127,
"Умникова Алевтина Алексеевна",,6758208560,767300000,"ООО ""НПП Эталон-Инженеринг""",,20121128,1044
"Адамов Андрей Васильевич",,7708023079,590401001,,,20131205,
"Селезнёв Юрий Игоревич",,7670387227,675947001,,,20130717,
"Колесников Емельян Нургаянович",28,7673117941,771901001,,,20140706,
"Андросенко Василий Анатольевич",,6758417612,540947008,,,20150216,
"Горелов Абрам Леонидович",,7672338264,767101001,,,20130317,
"Умрилов Геннадий уковлевич",,7670324308,660900000,,,20131117,
"Саламатов Дмитрий Германович",,7674193127,761301001,,,20131224,
"Силантьев Руслан Вячеславович",,6764070197,420531024,"ООО  ""Машсервис""",,20140509,
"Черемисин Юрий Алексеевич",,6606028580,703043001,,,20141022,
"Дементьева Олеся Алексеевна",,7686005113,590301001,,,20121108,
"Шистка Виктор Петрович",,7674348839,660302001,,,20150325,
"Дыкин Геннадий Семенович",,6604017689,270843001,,,20140112,
"Сильнова Маша Валериевна",,7725716115,720203001,,,20141029,
"Семерикова Анна Андруевна",,2224152780,591100000,"ООО ""Спецтеплострой""",,20140416,
"Калимуллина Зухра Людвиговна",,761208217841,861401001,"ПК ""Багарук""",,20140927,
"Асташов Емельян Степанович",,6759002723,720343001,"ООО ПФ ""Константа""",,20120504,
"Марданова Илюся Фагимовна",,7671198825,771401001,,,20130220,
"Мараева Алёна Станиславовна",,7671179011,781001001,,,20130922,
"Дьячков Василий Степанович",,7686049840,676402001,"ООО ""ТЕХНОСИНТЕЗ""",,20121005,1701
"Харитонова Маша Павловна",,6758387260,997770001,,,20140327,
"Едыгарова Маша Степановна",71,7687003392,676403002,,,20130519,
"Черкашина Анна Валерьевна",30,6759153786,764601001,,,20130625,
"Костырева Нелли Степановна",,6762094795,041031001,"ГУП СО ""Монетный щебеночный завод""",,20130422,
"Спас Митрофан Аристархович",,7707311363,616401001,,,20130516,
"Игнатьев Степан Алексеевич",,7678034583,590243001,,,20131130,
"Отрашкевич Герман Адамович",,7673251792,767000000,"ФГБОУ ВПО ""УрГЭУ""",,20130812,
"Слобожанин Митрофан Семенович",,676402161733,676403002,"ООО ""Прометей""",,20150211,
"Шмакова Алексейа Михайловна",,767356852157,676300000,,,20130314,
"Дьячков Василий Степанович",,6764089529,767100000,"НП ИТЦ ""Академический""",,20131109,1169
"Кузвесова Валерия Степановна",69,675912127128,422031029,,,20141209,
"Ляпин Роман Алексеевич",28,7670309814,764600000,"ООО ""АПМ Екатеринбург-проект""",,20140901,
